Fecha;PM10;PM2-5;Velocidad;Precipitacion;Direccion;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiacion;HR
12/08/2024 13:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;22,3;0;41
12/08/2024 14:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;22,4;0;40
12/08/2024 15:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;22,2;0;41
12/08/2024 16:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20,6;0;44
12/08/2024 17:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19,1;0;49
12/08/2024 18:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;17,8;0;53
12/08/2024 19:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;16,5;0;56
12/08/2024 20:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;15,3;0;58
12/08/2024 21:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,9;0;60
12/08/2024 22:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,7;0;61
12/08/2024 23:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,5;0;63
13/08/2024 0:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,1;0;61
13/08/2024 1:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,1;0;60
13/08/2024 2:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14;0;60
13/08/2024 3:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14;0;61
13/08/2024 4:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,5;0;64
13/08/2024 5:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,1;0;67
13/08/2024 6:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,1;0;67
13/08/2024 7:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13;0;69
13/08/2024 8:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,3;0;71
13/08/2024 9:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,2;0;69
13/08/2024 10:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19,3;0;51
13/08/2024 11:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;18,6;0;49
13/08/2024 12:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;18,6;0;49
13/08/2024 13:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;21,7;0;42
13/08/2024 14:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20,7;0;45
13/08/2024 15:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20,7;0;44
13/08/2024 16:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;21;0;41
13/08/2024 17:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19,1;0;45
13/08/2024 18:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;16,8;0;51
13/08/2024 19:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;15;0;56
13/08/2024 20:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,7;0;57
13/08/2024 21:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,7;0;57
13/08/2024 22:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,3;0;58
13/08/2024 23:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,1;0;60
14/08/2024 0:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,9;0;60
14/08/2024 1:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,5;0;60
14/08/2024 2:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,3;0;60
14/08/2024 3:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,9;0;62
14/08/2024 4:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,4;0;64
14/08/2024 5:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,3;0;64
14/08/2024 6:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,6;0;64
14/08/2024 7:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,1;0;64
14/08/2024 8:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,7;0;59
14/08/2024 9:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;17,7;0;51
14/08/2024 10:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19,3;0;46
14/08/2024 11:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20,2;0;43
14/08/2024 12:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20,9;0;43
14/08/2024 13:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19;0;47
14/08/2024 14:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;18,9;0;48
14/08/2024 15:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;18,1;0;51
14/08/2024 16:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;18,4;0;51
14/08/2024 17:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;18,4;0;51
14/08/2024 18:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;16,2;0;57
14/08/2024 19:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,9;0;60
14/08/2024 20:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,4;0;61
14/08/2024 21:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,8;0;63
14/08/2024 22:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,1;0;64
14/08/2024 23:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13;0;63
15/08/2024 0:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13;0;65
15/08/2024 1:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13;0;66
15/08/2024 2:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,4;0;64
15/08/2024 3:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,2;0;66
15/08/2024 4:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,7;0;69
15/08/2024 5:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,9;0;72
15/08/2024 6:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,7;0;73
15/08/2024 7:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,1;0;59
15/08/2024 8:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;16,9;0;48
15/08/2024 9:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19,1;0;42
15/08/2024 10:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19;0;42
15/08/2024 11:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19,7;0;41
15/08/2024 12:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;21,3;0;39
15/08/2024 13:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;21,4;0;39
15/08/2024 14:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;22,6;0;37
15/08/2024 15:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;21,3;0;39
15/08/2024 16:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20,6;0;40
15/08/2024 17:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19,5;0;44
15/08/2024 18:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;17,4;0;52
15/08/2024 19:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;16,1;0;57
15/08/2024 20:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;15,1;0;59
15/08/2024 21:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;15,1;0;61
15/08/2024 22:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,9;0;62
15/08/2024 23:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,4;0;65
16/08/2024 0:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,4;0;66
16/08/2024 1:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,1;0;67
16/08/2024 2:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,2;0;72
16/08/2024 3:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,2;0;73
16/08/2024 4:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,8;0;65
16/08/2024 5:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,9;0;62
16/08/2024 6:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,9;0;62
16/08/2024 7:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14;0;63
16/08/2024 8:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;15,8;0;55
16/08/2024 9:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;16,3;0;50
16/08/2024 10:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;18,1;0;46
16/08/2024 11:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19,5;0;43
16/08/2024 12:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20,1;0;42
16/08/2024 13:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19,5;0;43
16/08/2024 14:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20,8;0;40
16/08/2024 15:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;21,7;0;37
16/08/2024 16:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19,3;0;45
16/08/2024 17:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;16,7;0;51
16/08/2024 18:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;15,7;0;53
16/08/2024 19:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,3;0;57
16/08/2024 20:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,7;0;59
16/08/2024 21:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,9;0;61
16/08/2024 22:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,1;0;55
16/08/2024 23:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,4;0;51
17/08/2024 0:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,4;0;49
17/08/2024 1:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,4;0;48
17/08/2024 2:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,1;0;45
17/08/2024 3:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,9;0;47
17/08/2024 4:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,4;0;52
17/08/2024 5:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;10,8;0;58
17/08/2024 6:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,4;0;56
17/08/2024 7:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,6;0;49
17/08/2024 8:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;17,8;0;39
17/08/2024 9:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20,2;0;33
17/08/2024 10:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;21,3;0;31
17/08/2024 11:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;22,4;0;30
17/08/2024 12:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;22,1;0;31
17/08/2024 13:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;21,9;0;31
17/08/2024 14:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;22,5;0;28
17/08/2024 15:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;22,6;0;28
17/08/2024 16:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;21,6;0;29
17/08/2024 17:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19,8;0;29
17/08/2024 18:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;17,5;0;34
17/08/2024 19:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,8;0;42
17/08/2024 20:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,6;0;43
17/08/2024 21:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,1;0;49
17/08/2024 22:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,2;0;52
17/08/2024 23:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,2;0;55
18/08/2024 0:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,3;0;57
18/08/2024 1:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,9;0;60
18/08/2024 2:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,4;0;62
18/08/2024 3:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;10,8;0;62
18/08/2024 4:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;10;0;68
18/08/2024 5:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;9,4;0;70
18/08/2024 6:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;8,9;0;71
18/08/2024 7:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,1;0;64
18/08/2024 8:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;15,2;0;50
18/08/2024 9:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;18,3;0;39
18/08/2024 10:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;21,2;0;32
18/08/2024 11:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;22;0;31
18/08/2024 12:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;22,6;0;32
18/08/2024 13:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19,5;0;40
18/08/2024 14:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;18,8;0;42
18/08/2024 15:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19,3;0;41
18/08/2024 16:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20,2;0;39
18/08/2024 17:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;19;0;41
18/08/2024 18:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;17,2;0;45
18/08/2024 19:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;15,5;0;51
18/08/2024 20:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,4;0;56
18/08/2024 21:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,6;0;60
18/08/2024 22:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,6;0;61
18/08/2024 23:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,4;0;62
19/08/2024 0:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,6;0;64
19/08/2024 1:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,2;0;62
19/08/2024 2:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,7;0;66
19/08/2024 3:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,1;0;71
19/08/2024 4:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,7;0;72
19/08/2024 5:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,3;0;72
19/08/2024 6:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;11,9;0;69
19/08/2024 7:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,3;0;67
19/08/2024 8:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,9;0;62
19/08/2024 9:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;15,1;0;58
19/08/2024 10:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;16,4;0;54
19/08/2024 11:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;18,6;0;46
19/08/2024 12:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;17,8;0;49
19/08/2024 13:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20;0;43
19/08/2024 14:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20,5;0;39
19/08/2024 15:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20,1;0;42
19/08/2024 16:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;20,6;0;40
19/08/2024 17:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;18,7;0;44
19/08/2024 18:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;17,5;0;49
19/08/2024 19:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;16,2;0;56
19/08/2024 20:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;15,3;0;58
19/08/2024 21:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,8;0;59
19/08/2024 22:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,2;0;61
19/08/2024 23:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,8;0;60
20/08/2024 0:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,5;0;62
20/08/2024 1:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,3;0;63
20/08/2024 2:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,4;0;61
20/08/2024 3:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,4;0;59
20/08/2024 4:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,2;0;64
20/08/2024 5:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,9;0;64
20/08/2024 6:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;12,7;0;66
20/08/2024 7:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;13,2;0;64
20/08/2024 8:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;14,1;0;62
20/08/2024 9:00;0;29;0;0;0;0;0;0;#¡VALOR!;0;0;15,1;0;57
20/08/2024 10:00;27;0;0;0;0;0;0;0;#¡VALOR!;0;0;16,2;0;55
20/08/2024 11:00;30,6;16;0;1,2;0;0;0;0;#¡VALOR!;0;0;18,4;0;48
20/08/2024 12:00;29,8;6;0;0;0;28,7;0,2;0;#¡VALOR!;0;0;19,7;0;44
20/08/2024 13:00;34,4;4;0;0;0;30,6;0,1;1,4;6,91;6,2;0;19,6;0;42
20/08/2024 14:00;26;3;0;0;0;32,9;0,1;2,4;8,35;8,2;0;19,3;0;44
20/08/2024 15:00;25,5;6;0;0;0;29,1;0,2;3,5;15,25;14,1;0;19,4;0;44
20/08/2024 16:00;28,4;9;0;0;0;29,2;0,1;3,4;12,95;12,4;0;16,8;0;54
20/08/2024 17:00;25,4;7;0;0;0;28,8;0,1;9,6;17,56;21,8;0;18,7;0;48
20/08/2024 18:00;29,1;7;0;0;0;24,3;0,3;11,4;17,56;23,6;0;17;0;51
20/08/2024 19:00;29;7;0;0;0;13,2;0,5;16,7;31,66;38,6;0;15,1;0;55
20/08/2024 20:00;20,8;8;0;0;0;15,5;0,4;10;30,22;31;0;14,4;0;57
20/08/2024 21:00;20,4;6;0;0;0;21,2;0,2;3,2;21,01;17,8;0;13,9;0;60
20/08/2024 22:00;16,7;14;0;0;0;20,6;0,1;2,6;20,58;17;0;13,5;0;63
20/08/2024 23:00;22;11;0;0;0;9,8;0,3;5,8;32,23;28,2;0;12,2;0;67
21/08/2024 0:00;18,2;9;0;0;0;6,2;0,3;9,3;35,26;33,8;0;11,2;0;70
21/08/2024 1:00;21,5;9;0;0;0;0,8;0,8;37;41,3;65,6;0;10,5;0;74
21/08/2024 2:00;16,5;16;0;0;0;6,3;0,3;4,5;33,24;27,6;0;10,7;0;72
21/08/2024 3:00;20,5;11;0;0;0;8,3;0,3;0,9;28,35;20,7;0;10,8;0;71
21/08/2024 4:00;15,9;8;0;0;0;3,7;0,4;5,1;32,95;28;0;10;0;74
21/08/2024 5:00;18;18;0;0;0;0,8;0,6;48,2;40,58;76,4;0;10;0;74
21/08/2024 6:00;26,8;23;0;0;0;1;0,8;81,4;42,02;110,6;0;10,6;0;72
21/08/2024 7:00;52,3;33;0;0;0;1,3;1,2;96,8;47,49;129,6;0;11,3;0;71
21/08/2024 8:00;49,8;31;0;0;0;3,1;1,5;95,3;47,63;128,5;0;13,4;0;64
21/08/2024 9:00;49,3;32;0;0;0;12,3;0,9;36,7;40,15;64,6;0;16,3;0;54
21/08/2024 10:00;59,5;26;0;0;0;31,2;0,8;20,3;43,17;50,3;0;21,4;0;39
21/08/2024 11:00;46,5;23;0;0;0;43,3;0,4;8,5;24,9;25,9;0;23,1;0;35
21/08/2024 12:00;48,7;8;0;0;0;40;0,2;3;7,77;8,4;0;24,4;0;32
21/08/2024 13:00;48;5;0;0;0;38;0,2;2,9;6,04;7,1;0;23,2;0;35
21/08/2024 14:00;34,2;6;0;0;0;36,4;0,2;3,2;8,35;9;0;22,8;0;37
21/08/2024 15:00;24,5;5;0;0;0;36;0,3;4,3;15,97;15,4;0;20,7;0;44
21/08/2024 16:00;23,6;8;0;0;0;32,3;0,5;9,6;37,56;35,7;0;18,7;0;54
21/08/2024 17:00;32,6;19;0;0;0;24,5;0,6;14;46,05;46,1;0;18,7;0;54
21/08/2024 18:00;45,1;28;0;0;0;18,9;0,8;15,2;43,75;45,5;0;17,3;0;56
21/08/2024 19:00;73,4;28;0;0;0;17,4;0,8;11,6;42,88;41,5;0;16,1;0;56
21/08/2024 20:00;71,1;23;0;0;0;13,2;0,7;11,2;47,92;44,6;0;15,4;0;61
21/08/2024 21:00;56,6;21;0;0;0;5,3;0,8;13,8;59;54,8;0;14,9;0;64
21/08/2024 22:00;50,2;22;0;0;0;2,1;0,8;11,5;60,73;53,7;0;13,8;0;67
21/08/2024 23:00;52,5;18;0;0;0;2,8;0,7;12,7;59,14;53,8;0;14,4;0;66
22/08/2024 0:00;46,6;17;0;0;0;7,3;0,5;9;44,61;40;0;14;0;66
22/08/2024 1:00;39,2;7;0;0;0;6;0,4;3,4;38,42;30;0;13,3;0;65
22/08/2024 2:00;28,8;14;0;0;0;18,9;0,2;1,2;23,02;17,2;0;14,1;0;61
22/08/2024 3:00;25,2;8;0;0;0;30,6;0;0,2;8,35;6,1;0;13,7;0;60
22/08/2024 4:00;21,7;9;0;0;0;14;0,2;6,8;23,17;22,9;0;12,8;0;66
22/08/2024 5:00;20,1;11;0;0;0;2,9;0,2;8,3;35,54;33;0;12,5;0;71
22/08/2024 6:00;27,1;17;0;0;0;1,1;0,6;84,5;49,21;118,6;0;11,6;0;75
22/08/2024 7:00;45,7;27;0;0;0;1,3;1,4;103;50,51;138,2;0;12;0;74
22/08/2024 8:00;55,7;38;0;0;0;5,8;1,3;60,8;52,81;97,5;0;14,9;0;62
22/08/2024 9:00;60,9;35;0;0;0;19,3;0,9;35,2;42,88;65;0;18,6;0;51
22/08/2024 10:00;55,5;20;0;0;0;32,2;0,4;10,6;26,33;28,8;0;20,4;0;44
22/08/2024 11:00;51,6;22;0;0;0;36,1;0,2;5,7;14,1;15,5;0;21,9;0;39
22/08/2024 12:00;46,2;7;0;0;0;36,9;0,1;4;6,48;8,4;0;22,5;0;37
22/08/2024 13:00;42,9;5;0;0;0;36,3;0,2;5;7,05;10;0;22,7;0;37
22/08/2024 14:00;33;9;0;0;0;36,5;0,1;5,9;6,62;10,5;0;22,6;0;36
22/08/2024 15:00;23,9;6;0;0;0;37,6;0,1;6,2;7,34;11,4;0;23,6;0;33
22/08/2024 16:00;23,5;5;0;0;0;39;0,1;4,8;8,63;10,8;0;22,5;0;34
22/08/2024 17:00;18;6;0;0;0;32,6;0,2;9,5;15,83;20,5;0;20,8;0;40
22/08/2024 18:00;19,1;8;0;0;0;29;0,4;10,2;20,87;24,6;0;19,2;0;45
22/08/2024 19:00;15,4;11;0;0;0;16,2;0,7;9,6;51,66;45,6;0;17,1;0;62
22/08/2024 20:00;28,4;24;0;0;0;13,1;0,6;6,6;50,94;42;0;16,5;0;64
22/08/2024 21:00;24,4;24;0;0;0;17,8;0,4;2,7;36,84;28,2;0;16,1;0;62
22/08/2024 22:00;25,9;14;0;0;0;22,1;0,3;3,1;24,61;20,3;0;16,5;0;57
22/08/2024 23:00;24,1;10;0;0;0;6,5;0,6;8,4;46,77;40,9;0;15,8;0;59
23/08/2024 0:00;25;17;0;0;0;23,7;0,2;0,9;19,57;14,5;0;15,5;0;53
23/08/2024 1:00;28,2;10;0;0;0;31,5;0,1;0,2;8,92;6,4;0;15,3;0;54
23/08/2024 2:00;20,5;5;0;0;0;28,7;0,1;0,5;11,37;8,4;0;14,9;0;55
23/08/2024 3:00;15,1;0;0;0;0;13,3;0,2;1,6;25,76;19,5;0;14,1;0;62
23/08/2024 4:00;13,9;9;0;0;0;12,9;0,2;1,6;24,61;18,7;0;13;0;68
23/08/2024 5:00;17;17;0;0;0;4,3;0,3;7,4;33,96;31;0;11,9;0;72
23/08/2024 6:00;29,2;18;0;0;0;1,2;0,5;22,6;39,57;50,1;0;11,9;0;74
23/08/2024 7:00;23,1;21;0;0;0;2;0,7;37,7;43,17;67,7;0;12,9;0;70
23/08/2024 8:00;37,9;24;0;0;0;7,2;1,1;57,9;49,93;92,6;0;17,8;0;55
23/08/2024 9:00;39,3;33;0;0;0;13,7;1,1;39,9;58,42;80,5;0;18,8;0;52
23/08/2024 10:00;45,9;42;0;0;0;25,3;0,8;27,2;50,51;62,3;0;20,5;0;47
23/08/2024 11:00;56,7;27;0;0;0;32,4;0,5;9,5;31,66;31,5;0;20,5;0;44
23/08/2024 12:00;45,4;17;0;0;0;39,1;0,2;3,6;9,07;9,8;0;22,4;0;38
23/08/2024 13:00;48,5;3;0;0;0;32,2;0,3;6,9;13,24;16,2;0;19,3;0;45
23/08/2024 14:00;33,8;7;0;0;0;29,6;0,3;9;14,53;19,1;0;18,5;0;49
23/08/2024 15:00;24,9;15;0;0;0;25,8;0,3;4,3;15,69;15,2;0;17,3;0;53
23/08/2024 16:00;22,5;8;0;0,6;0;12,7;0,5;9,7;31,51;31,6;0;14,8;0;67
23/08/2024 17:00;17,4;11;0;0,2;0;9,9;0,6;14,1;35,4;38,8;0;14,1;0;70
23/08/2024 18:00;17,6;13;0;0;0;3,9;1;34,3;49,21;68,7;0;14,2;0;69
23/08/2024 19:00;24,3;16;0;0;0;17,2;0,5;9,8;25,47;27,5;0;14,1;0;66
23/08/2024 20:00;23;7;0;0;0;14;0,6;9,5;32,09;31,9;0;14,1;0;65
23/08/2024 21:00;16,9;9;0;0;0;14,4;0,6;6,5;29,36;27;0;14,2;0;64
23/08/2024 22:00;12,5;8;0;0;0;8,9;0,6;5,6;34,25;29,4;0;13,8;0;65
23/08/2024 23:00;10,5;4;0;0;0;14;0,4;3,8;27,77;23,1;0;13,9;0;65
24/08/2024 0:00;12,1;8;0;0;0;17,9;0,3;1,9;20,72;16,3;0;13,7;0;67
24/08/2024 1:00;9,1;6;0;0,1;0;15,5;0,3;0,9;20,87;15,4;0;13,4;0;70
24/08/2024 2:00;6,9;3;0;0,1;0;13,7;0,3;1,2;20,87;15,7;0;12,6;0;75
24/08/2024 3:00;8;8;0;0,2;0;8,9;0,2;1,1;25,9;19,1;0;12,5;0;77
24/08/2024 4:00;6;6;0;0;0;8,1;0,3;4,9;26,91;23,6;0;12,5;0;77
24/08/2024 5:00;8,1;6;0;0;0;8,4;0,2;2,3;24,61;19,4;0;12,5;0;74
24/08/2024 6:00;0;13;0;0;0;9,3;0,3;5,4;25,04;22,8;0;12,4;0;74
24/08/2024 7:00;8;8;0;0;0;8,5;0,5;16,6;29,5;37,1;0;14,1;0;68
